text,distress,framing,tension,is_labelled,household_relevance_score
Please contact us immediately regarding your outstanding debt of $730.94.,1,urgent,1,1,0.988
We can help you consolidate your high-interest balances.,1,supportive,0,1,0.8937
"New device detected: iPhone 14 logged in from Seattle, WA.",0,direct,0,1,0.5181
"Your recurring transfer of $2,950.63 is scheduled for tomorrow.",0,direct,0,1,0.567
Courtesy notice: Your trial subscription ends in 3 days.,0,gentle,0,1,0.5603
"ATM withdrawal of $3,988.87 was successful.",0,direct,0,1,0.4899
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.6272
"ATM withdrawal of $4,422.84 was successful.",0,direct,0,1,0.6336
Critical Security Alert: Password change detected from a new device.,1,urgent,1,1,0.8885
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.7797
"ATM withdrawal of $3,115.18 was successful.",0,direct,0,1,0.5431
Your loan account is in default. Please call 800-555-0199.,1,urgent,1,1,0.8694
We have updated our Privacy Policy effective immediately.,0,direct,0,1,0.6946
Did you know? You can now lock your card from the app.,0,gentle,0,1,0.6559
Protect your family's future with these life insurance options.,0,supportive,0,1,0.7377
International transaction fee of $9.99 charged.,1,direct,1,1,0.9205
A quick note: We have updated our branch hours.,0,gentle,0,1,0.6943
We noticed you shop at Starbucks. Here is a 5% coupon for you.,0,supportive,0,1,0.6822
Card 5830 activated successfully.,0,direct,0,1,0.6249
Your safety is our priority. Confirm this charge to unlock your card.,1,supportive,0,1,0.8727
Please check your inbox for a message about your account.,0,gentle,0,1,0.4481
Your contact information has been successfully updated.,0,direct,0,1,0.6516
You are on the right track! Check out your weekly spending insight.,0,supportive,0,1,0.7551
"Payment of $4,473.30 received on Apr 4.",0,direct,0,1,0.4501
Your contact information has been successfully updated.,0,direct,0,1,0.5514
Did you know you can categorize your expenses? Let us show you how.,0,supportive,0,1,0.7641
We have refreshed the look of your dashboard.,0,gentle,0,1,0.5588
"New device detected: iPhone 14 logged in from Seattle, WA.",0,direct,0,1,0.4099
A quick note: We have updated our branch hours.,0,gentle,0,1,0.4207
You are on the right track! Check out your weekly spending insight.,0,supportive,0,1,0.5279
"Urgent: Verify this transaction of $3,794.55 to prevent account lockout.",1,urgent,1,1,0.8739
We see you're close to your limit. Here is a guide to credit utilization.,1,supportive,0,1,0.7389
Your financial wellness score is looking good. Here is how to maintain it.,0,supportive,0,1,0.7488
Smart move paying off that balance! Here is how to keep the momentum.,0,supportive,0,1,0.787
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.5271
Your weekly summary is ready for review.,0,gentle,0,1,0.65
"Don't forget, your card expires next month.",0,gentle,0,1,0.6474
A little reminder to check your monthly budget.,0,gentle,0,1,0.5379
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.6117
"Hi there, your e-statement is now available.",0,gentle,0,1,0.447
"Confirmation: $1,039.83 deposited to Savings 8936.",0,direct,0,1,0.5216
"No action needed, just letting you know your transfer cleared.",0,gentle,0,1,0.5678
"Your dispute regarding the $4,371.35 charge was resolved in favor of the merchant.",1,direct,1,1,0.9063
Your interest rate has increased to 24.99% variable.,1,direct,1,1,0.7103
We've paused interest charges on your account due to the declared emergency.,1,supportive,0,1,0.7174
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.6587
"Urgent: Verify this transaction of $3,009.22 to prevent account lockout.",1,urgent,1,1,0.9129
"Let's set up a budget to handle that upcoming $2,371.05 expense.",1,supportive,0,1,0.8158
Your minimum payment was not received. Late fees have been applied.,1,urgent,1,1,0.9154
Login failed: Too many attempts.,1,direct,1,1,0.8041
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.6228
We have updated our Privacy Policy effective immediately.,0,direct,0,1,0.5386
"Don't forget, your card expires next month.",0,gentle,0,1,0.5017
"Check #4004 for $3,722.14 was returned.",1,direct,1,1,0.72
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.4359
Soft nudge: You have a document waiting to be signed.,0,gentle,0,1,0.6964
Scheduled maintenance: System unavailable this Sunday.,1,direct,1,1,0.7504
Banking Alert: Your spending limit has been reached.,1,urgent,1,1,0.9516
Great start! Here is a tip to grow your savings even faster.,0,supportive,0,1,0.5483
Paper statement fee of $2.50 applied.,1,direct,1,1,0.8861
Your monthly statement for October is available.,0,direct,0,1,0.4286
Your credit score went up! Keep up the fantastic work.,0,celebratory,0,1,0.8732
Your recurring payment to Target is coming up soon.,0,gentle,0,1,0.5251
We blocked a suspicious charge to keep you safe. Please review it.,1,supportive,0,1,0.7378
Just checking in: Is your mailing address still correct?,0,gentle,0,1,0.4584
Immediate Action Required: Suspicious activity detected at Amazon.,1,urgent,1,1,0.9088
Your contact information has been successfully updated.,0,direct,0,1,0.4036
"Reminder: You have $4,229.28 in unused rewards points.",0,gentle,0,1,0.4022
Your access to online banking has been temporarily restricted.,1,urgent,1,1,0.9275
"Reminder: You have $1,232.24 in unused rewards points.",0,gentle,0,1,0.5595
"Transaction confirmation: You spent $2,977.59 at Target.",0,direct,0,1,0.6924
"Please contact us immediately regarding your outstanding debt of $3,264.85.",1,urgent,1,1,0.9471
Your weekly summary is ready for review.,0,gentle,0,1,0.4497
It looks like spending is higher than usual. Here are some tips to manage it.,1,supportive,0,1,0.8166
Save time by setting up automatic transfers.,0,supportive,0,1,0.6916
Your new debit card has been shipped.,0,direct,0,1,0.6726
"Bonus alert: You received a $1,145.42 referral bonus.",0,celebratory,0,1,0.8885
Your monthly statement for October is available.,0,direct,0,1,0.5449
Debit card 9199 was declined at Starbucks.,1,direct,1,1,0.9088
Maximize your cashback by using your card at Amazon this week.,0,supportive,0,1,0.5546
Save time by setting up automatic transfers.,0,supportive,0,1,0.5634
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.6351
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.7722
"Wire transfer of $2,062.51 could not be completed.",1,direct,1,1,0.7799
"Payment of $2,228.70 received on Jan 19.",0,direct,0,1,0.6116
Account 3848 has been closed due to inactivity.,1,direct,1,1,0.7078
Your financial wellness score is looking good. Here is how to maintain it.,0,supportive,0,1,0.756
Just a friendly reminder: Your statement is ready.,0,gentle,0,1,0.4641
Check #1991 has cleared.,0,direct,0,1,0.5788
We noticed a declined transaction. Let's get your account sorted out.,1,supportive,0,1,0.7303
Your credit card ending in 5214 has been suspended due to missed payments.,1,urgent,1,1,0.9444
Feeling overwhelmed by debt? Our financial advisors are free to chat.,1,supportive,0,1,0.8917
Check #2212 has cleared.,0,direct,0,1,0.4151
Card 5536 activated successfully.,0,direct,0,1,0.674
Save time by setting up automatic transfers.,0,supportive,0,1,0.7531
Great start! Here is a tip to grow your savings even faster.,0,supportive,0,1,0.7185
We recommend setting up a rainy day fund. Start with just $5.,0,supportive,0,1,0.694
"Please contact us immediately regarding your outstanding debt of $1,086.91.",1,urgent,1,1,0.893
Just a friendly reminder: Your statement is ready.,0,gentle,0,1,0.6371
"Hi there, your e-statement is now available.",0,gentle,0,1,0.4686
"Just a heads up, bank holidays may affect processing times.",0,gentle,0,1,0.4619
"Urgent: Verify this transaction of $2,378.29 to prevent account lockout.",1,urgent,1,1,0.9268
"Direct Deposit of $1,241.42 received.",0,direct,0,1,0.423
We noticed you shop at Netflix. Here is a 5% coupon for you.,0,supportive,0,1,0.6509
We were unable to verify your identity. Transaction cancelled.,1,direct,1,1,0.9356
Login failed: Too many attempts.,1,direct,1,1,0.7917
"Transaction declined: Insufficient funds for $4,322.76 at Target.",1,direct,1,1,0.7353
Your payment of $921.42 was returned unpaid.,1,direct,1,1,0.8751
Your contact information has been successfully updated.,0,direct,0,1,0.4628
Want to save for a vacation? Let's set up a new Goal bucket.,0,supportive,0,1,0.7499
Your financial wellness score is looking good. Here is how to maintain it.,0,supportive,0,1,0.7264
"No action needed, just letting you know your transfer cleared.",0,gentle,0,1,0.4262
We have refreshed the look of your dashboard.,0,gentle,0,1,0.6205
Congratulations on your loan approval!,0,celebratory,0,1,0.8853
Final Reminder: Renew your subscription or lose access today.,1,urgent,1,1,0.9373
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.7424
A late fee of $12.00 has been charged to your account.,1,direct,1,1,0.8513
We noticed you shop at Starbucks. Here is a 5% coupon for you.,0,supportive,0,1,0.5065
Struggling with the $833.24 balance? We have payment plans available.,1,supportive,0,1,0.9296
Your safety is our priority. Confirm this charge to unlock your card.,1,supportive,0,1,0.7267
"Merchant refund of $1,049.37 processed.",0,direct,0,1,0.6785
You are on the right track! Check out your weekly spending insight.,0,supportive,0,1,0.5686
Payment failed: Invalid account number.,1,direct,1,1,0.7224
Your financial wellness score is looking good. Here is how to maintain it.,0,supportive,0,1,0.6344
"Transaction confirmation: You spent $2,442.04 at Apple.",0,direct,0,1,0.4528
We thought you'd like to know about our new mobile features.,0,gentle,0,1,0.5546
Happy Anniversary! Thanks for being with us for another year.,0,celebratory,0,1,0.6456
Want to save for a vacation? Let's set up a new Goal bucket.,0,supportive,0,1,0.5429
A late fee of $39.00 has been charged to your account.,1,direct,1,1,0.9128
We can help you consolidate your high-interest balances.,1,supportive,0,1,0.9376
We curated some investment articles just for you.,0,supportive,0,1,0.6599
"Bonus alert: You received a $2,911.25 referral bonus.",0,celebratory,0,1,0.6646
Paper statement fee of $2.50 applied.,1,direct,1,1,0.8871
Your credit card ending in 7317 has been suspended due to missed payments.,1,urgent,1,1,0.9514
"ATM withdrawal of $2,191.94 was successful.",0,direct,0,1,0.4684
We can help you consolidate your high-interest balances.,1,supportive,0,1,0.7209
Your access to online banking has been temporarily restricted.,1,urgent,1,1,0.8875
We analyzed your subscriptions. You might want to review this $12.99 charge.,0,supportive,0,1,0.535
A little reminder to check your monthly budget.,0,gentle,0,1,0.5496
Here is a breakdown of your spending to help you stay organized.,0,supportive,0,1,0.7
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.6928
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.5396
Your safety is our priority. Confirm this charge to unlock your card.,1,supportive,0,1,0.8034
Your payment of $200.79 was returned unpaid.,1,direct,1,1,0.9185
Account 7615 has been closed due to inactivity.,1,direct,1,1,0.7203
Payment failed: Invalid account number.,1,direct,1,1,0.7914
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.5549
Save time by setting up automatic transfers.,0,supportive,0,1,0.643
Alert: A charge of $466.96 at Netflix was declined.,1,urgent,1,1,0.9892
Your access to online banking has been temporarily restricted.,1,urgent,1,1,0.9096
We have refreshed the look of your dashboard.,0,gentle,0,1,0.6004
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.6667
"Let's set up a budget to handle that upcoming $1,944.06 expense.",1,supportive,0,1,0.8228
Your financial wellness score is looking good. Here is how to maintain it.,0,supportive,0,1,0.7707
Your loan account is in default. Please call 800-555-0199.,1,urgent,1,1,0.8929
Need more time? You can skip this month's payment.,1,supportive,0,1,0.8283
We noticed you shop at Whole Foods. Here is a 5% coupon for you.,0,supportive,0,1,0.6923
Smart move paying off that balance! Here is how to keep the momentum.,0,supportive,0,1,0.7735
You have achieved 'Gold Status' in our loyalty program.,0,celebratory,0,1,0.6613
"Just a heads up, bank holidays may affect processing times.",0,gentle,0,1,0.6345
You have achieved 'Gold Status' in our loyalty program.,0,celebratory,0,1,0.6109
Your credit score went up! Keep up the fantastic work.,0,celebratory,0,1,0.6619
Your credit card ending in 7782 has been suspended due to missed payments.,1,urgent,1,1,0.9838
Your monthly statement for October is available.,0,direct,0,1,0.639
Immediate Attention: Tax document 1099-INT returned as undeliverable.,1,urgent,1,1,0.9978
Your new debit card has been shipped.,0,direct,0,1,0.4113
Transaction confirmation: You spent $214.80 at Costco.,0,direct,0,1,0.5286
Your contact information has been successfully updated.,0,direct,0,1,0.5069
Your credit score has been updated.,0,direct,0,1,0.446
"Your dispute regarding the $2,573.79 charge was resolved in favor of the merchant.",1,direct,1,1,0.9204
We've paused interest charges on your account due to the declared emergency.,1,supportive,0,1,0.9022
Scheduled maintenance: System unavailable this Sunday.,1,direct,1,1,0.7363
Your financial wellness score is looking good. Here is how to maintain it.,0,supportive,0,1,0.5309
We were unable to verify your identity. Transaction cancelled.,1,direct,1,1,0.7198
